employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
42033,Ricky Jones,Rehabilitation Svcs Coord,3131.1,707.15,693.97,1831.19,10799.75
45571,Connor Cabrera,Rehabilitation Svcs Coord,91004,19352.13,7484.58,39261.21,133147.87
51370,Ricky Nelson,Rehabilitation Svcs Coord,91004,19103.33,7630.46,39158.29,131841.29
837,Ronald Fuller,Rehabilitation Svcs Coord,68004.29,14289.68,5630.7,29186.13,97487.91
49026,Richard Crawford,Institutional Police Sergeant,32951.51,7401.02,331.97,11192.98,54329.32
52272,Michael Haney,Institutional Police Sergeant,119053.71,29020.04,400.12,41843.4,198262.25
6468,Sharon Ramos,Asst Materials Coordinator,88342.2,18176.52,8082.55,38683.57,137666.09
22206,Matthew Brown,"Investigator, Taxi And Accessible Servic",4527,842.47,349.53,1908.79,6435.79
32450,Christopher Reed,"Investigator, Taxi And Accessible Servic",4527,842.46,367.92,1927.17,6726.94
32765,Christian Morgan,"Investigator, Taxi And Accessible Servic",4527,842.47,348.17,1907.43,6434.43
3538,Curtis Diaz,"Investigator, Taxi And Accessible Servic",5502,1023.92,427.04,2167.75,7669.75
39711,Steven Webb,"Investigator, Taxi And Accessible Servic",4527,995.49,707,2419.28,11617.23
52484,Krista Travis,"Investigator, Taxi And Accessible Servic",3018,561.64,218.87,1258.37,4276.37
55843,Terri Boyle,"Investigator, Taxi And Accessible Servic",76092.1,15856.08,6548.45,33395.43,112803.55
10011,Rhonda Houston,Heavy Equip Ops Asst Sprv,57597.2,13009.09,4783.87,24483.07,82695.52
46883,Nancy Monroe,Heavy Equip Ops Asst Sprv,4117.01,766.18,314.16,1558.2,5675.21
10011,Sonya Rios,Heavy Equipment Ops Sprv,50931.01,9518.51,4173.22,19426.12,70573.28
55692,Amber Gutierrez,Heavy Equipment Ops Sprv,20940.01,5053.65,3468.56,10911.54,54757.29
12455,Charles Cobb,"Operating Engineer, Universal",94388.01,21774.86,9199.21,43398.57,158276.19
12661,Sarah Flowers,"Operating Engineer, Universal",0,0,5.32,73.82,143.27
15751,Dan Romero,"Operating Engineer, Universal",94388,19842.92,7939.95,40207.37,139165.4
35776,Mrs. Melanie Williams,"Operating Engineer, Universal",94388,19593.76,8569.3,40587.56,145423.49
53823,Ethan Goodwin,"Operating Engineer, Universal",94388,21392.43,9183.85,43000.78,155597.63
695,Kyle Peters,"Operating Engineer, Universal",33052,6151,2721.36,13173.15,47028.14
40220,Michael Fisher,Painter Supervisor 1,23744.5,5325.9,2740.56,11172.59,45336.36
42577,Teresa Shaffer,Painter Supervisor 1,95558.04,19695.12,7736.58,39856.2,136030.68
5480,Anthony Winters,Painter Supervisor 1,94096.83,19410.12,7169.12,38812.6,133101.43
23623,Maria Powell,Painter Supervisor 2,100341.01,20680.94,9304.77,42410.21,161092.8
12013,Brittney Larson,Painter,79722,17488.12,6901.74,36814.36,123219.3
16135,Donna Lopez,Painter,66924.63,13896.42,5384.91,29698.8,98280.68
16810,Jose Combs,Painter,37064,0,3281.37,9015.76,49992.54
18999,Nathan Moore,Painter,79722,16910.54,7790.22,37125.26,134654.38
20399,Amy Michael,Painter,78245.74,16720.83,7473.27,36387.08,127036.81
21049,Richard Garza,Painter,79722.01,16828.12,6865.58,36118.2,119094.36
21319,Andrea Jackson,Painter,79722,16982.66,6002.23,35409.39,117760.39
21989,Elizabeth Joseph,Painter,81014.02,17121.44,7919.62,37465.56,134404.3
22926,Jennifer Douglas,Painter,35540.51,7127.89,2891.19,15514.54,54089.37
23193,Steven Wallace MD,Painter,79722.04,16917.84,7161.21,36503.55,126188.47
23577,Cynthia Davis,Painter,74789.66,15966.57,6465.77,34083.3,111996.46
25655,Maria Merritt,Painter,79722,17048.76,7996.09,37469.35,142698.06
25991,Gloria Phillips,Painter,13102.1,0,1076.37,3131.19,17034.34
30466,Jessica Herrera,Painter,79722.02,16947.98,6858.35,36230.83,119803.6
30746,Brandon Gordon,Painter,78493.2,14627.82,6838.64,33699.81,121677.07
30908,Melanie Jones,Painter,79722.02,16851.43,6695.63,35971.56,117715.58
34424,David Mclaughlin,Painter,44641.5,5582.91,3666.45,16178.4,64676.27
37263,Brenda Morris,Painter,2437.6,0,190.44,572.74,3026.34
42263,Jennifer Rodriguez,Painter,79722.03,16573.72,6335.55,35333.77,115764.55
42336,Richard Ramirez,Painter,79722.03,17160.26,7254.76,36839.52,127802.99
4485,Sarah Owens,Painter,79722,16473.61,6546.98,35445.09,115367.09
45888,Karen Hamilton,Painter,81419.04,16861.72,7521.93,36808.15,128681.28
48563,Melissa Robinson,Painter,79722.02,17045.4,7313.17,36783.07,126141.56
49394,Megan Patterson,Painter,79717.06,16974.45,6480.17,35878.35,119844.47
49404,Jennifer Montes,Painter,79722.02,16848.04,6597.39,35869.93,120357.06
54473,Michael Sheppard,Painter,79722.05,16853.79,6775.63,36053.92,117832.97
54967,Daniel Grant,Painter,79722.02,16770.2,7100.54,36295.24,123157.75
55557,Annette Ferguson,Painter,70581,14713.55,6031.65,31736.1,109288.52
55821,Jacob Mccarty,Painter,79722,16712.55,7446.69,36583.74,129684.18
7967,Madison Goodman,Painter,54769.85,11870.51,4274.67,24734.81,79888.66
9477,Matthew Phillips,Painter,75913.26,16327.19,6716.28,34870.64,115954.33
994,Erica Allison DVM,Painter,79722.02,16890.21,6706.72,36021.43,117963.2
24039,Angela Parsons,Electrical Inspector,98522.21,20088.18,8094.66,39027.34,137549.55
25727,Jessica Smith,Electrical Inspector,61044,11382.37,5834.45,23906.93,99289.87
51973,Ricardo Bird,Electrical Inspector,21555,4729.15,2425.01,7154.16,36871.5
24795,Robin Morris,Electrician Supervisor 1,55363.02,10239.69,4808.15,21260.09,82409.17
28187,Kevin Barrera,Electrician Supervisor 1,115323,23345.24,10394.99,46164.73,204746.56
29393,Monica Rodriguez,Electrician Supervisor 1,111794.67,22530.62,9967.36,44922.48,179123.03
37517,Sarah Gonzales,Electrician Supervisor 1,89011.03,17531.92,7551.81,35118.91,141186.65
50507,Gwendolyn Morgan,Electrician Supervisor 1,111794.67,22967.64,9357.55,44749.69,158803.36
8300,William Williams,Electrician Supervisor 1,55363.03,10166.84,4648.22,21027.31,82886.67
29102,Catherine Lynn,Sprv Electronic Main Tech,125004.01,25297.31,10371.45,48093.26,202125.55
21502,Rhonda Weeks,Cable Splicer,104811,21613.08,8631.27,42668.85,147539.85
24147,David Lee,Cable Splicer,104811,21663.3,8755.48,42843.28,154047.35
45501,Rachel Simmons,Cable Splicer,84781,17109.17,7277.5,34421.84,125325.06
11145,Jamie Peck,Electronic Maintenance Tech,38628.95,7237.98,2958.33,14816.67,53967.59
12643,David Butler,Electronic Maintenance Tech,107978.01,22676.74,9262.42,44363.66,162121.77
13758,Bryan Harmon,Electronic Maintenance Tech,36004,6700.34,3013.36,14014.49,51957.78
14111,Kenneth Mcdonald,Electronic Maintenance Tech,32073,5968.78,2670.6,12462.3,45866.18
19624,Stephen Miller,Electronic Maintenance Tech,107978,24765.59,9959.4,47149.49,180216.64
19914,Melanie Russell,Electronic Maintenance Tech,107978,22496.9,9155.51,44076.91,162974.46
2522,Christopher Austin,Electronic Maintenance Tech,107978,24483.04,9872.86,46780.4,172636.94
28709,Ashley George,Electronic Maintenance Tech,107978,22455.82,9908.05,44788.37,174939.87
29863,Teresa Ballard,Electronic Maintenance Tech,107978,22887.8,8997.98,44310.28,155342.28
31273,Shannon Gamble,Electronic Maintenance Tech,20092.5,3739.21,1582.88,7711.42,27803.92
35812,Willie Walker,Electronic Maintenance Tech,107978,23767.25,9911.33,46103.08,176842.86
38125,James Reeves,Electronic Maintenance Tech,107978.01,22648.1,8958.16,44030.76,155057.08
42512,Amanda Smith,Electronic Maintenance Tech,107978,22672.66,9344.39,44441.55,162595.25
43458,Ronald Lloyd,Electronic Maintenance Tech,107978,23435.62,9783.09,45643.21,165753.55
44519,Jennifer Glass,Electronic Maintenance Tech,107978,22684.59,9830.58,44939.67,167841.55
45112,Amy Green,Electronic Maintenance Tech,107978,22448.29,9794.67,44667.46,170737.56
46976,Mark Johnson,Electronic Maintenance Tech,32073,5968.78,2715.91,12507.61,46405.81
48350,Chad Mills,Electronic Maintenance Tech,107978,24352.51,9865.51,46642.52,176930.14
50449,Jesse Perez,Electronic Maintenance Tech,107978,22443.75,8686.18,43554.43,153870.34
56573,Erika Grant,Electronic Maintenance Tech,28142,5237.22,2276.36,10858.64,40141.39
7394,Kevin Weiss,Electronic Maintenance Tech,107978.01,22651.55,9831.18,44907.23,171297.67
37328,Joshua Peterson,Electr Maint Tech Asst Sprv,116638.07,23473.53,10103.35,46001.38,190974.72
44394,Sabrina Castillo,Electr Maint Tech Asst Sprv,116638.03,23473.53,9979.4,45877.43,180872.59
1216,Kayla Gomez,Electrician,48639.6,8782.02,4442.12,19388.6,74846.35
13799,Christopher Boyd,Electrician,97424,20458.89,8507.08,41390.47,147372.04
15679,Stanley Long,Electrician,97424,20649.64,8212.08,41286.22,141452.22
19869,Madison Harris,Electrician,93673.94,19629.7,7913.86,39486.85,138481.3
20341,Tim Lee,Electrician,45288,0,4008.84,9743.23,60193.66
22174,Daniel Buchanan,Electrician,97424,20927.54,9801.62,43153.67,164695.34
23140,Maria Harris,Electrician,97424,20525.93,9015.39,41965.82,154601.73
23905,Mariah Garcia,Electrician,97424.05,20443.31,8337.66,41205.47,142306.62
24795,Casey Hoffman,Electrician,48412.02,12193.67,4539.81,22945.73,80726.89
25727,Amy Pham,Electrician,44688,10023.48,3977.45,19735.32,68892.12
25797,Shawn Sanders,Electrician,97424,21991.94,8737.51,43153.95,149811.99
27925,Brent Sims,Electrician,39119.23,8298.58,3182.96,16463.22,55666.45
31793,Susan Bruce,Electrician,97424,22070.07,8769.47,43264.04,150325.73
32368,Stephanie Baker,Electrician,97424.01,20304.76,8321.5,41050.76,147335.17
34588,Angela White,Electrician,97424.08,20454.95,8021.29,40900.74,141256.02
347,Justin Cortez,Electrician,94906.12,19968.5,8915.49,40985.4,151720.88
37517,Jake Chan,Electrician,20030,4394.6,2456.73,9240.66,39702.85
37895,Jennifer Stewart,Electrician,56087.61,10980.76,5134.12,23235.08,89086.08
40396,Dale Campbell,Electrician,97424,20575.34,8528.68,41528.52,149947.35
40689,Laurie Ross,Electrician,86624.4,12777.25,8251.51,32067.45,136004.84
43499,Dwayne Barnett,Electrician,97424,20544.33,8562.76,41531.59,150394.01
45203,Megan Mata,Electrician,44822.5,0,3739.81,9414.46,57400.84
46255,Mitchell Bailey,Electrician,97424.01,20526.86,8201.13,41152.49,145350.95
47769,Emily Diaz,Electrician,97424.01,20469.78,8336.57,41230.85,145056.16
49615,Jared Rivera,Electrician,43146.71,0,3832.73,9292.34,57473.75
52534,Brian Thompson,Electrician,26165.73,0,1980.67,5263.01,32646.87
53853,Eddie Evans,Electrician,93580,19749.36,7900.63,39596.63,135639.14
53902,Joseph Vasquez,Electrician,43654.25,0,3476.86,9002.18,56151.63
54096,Fernando Ferguson,Electrician,97424.09,20536.14,8023.45,40984.09,141192.47
54760,Brianna Cole,Electrician,23833.6,0,1936.69,4995.03,30474.61
56700,Eugene Shepherd,Electrician,97424.02,20495.06,8601.56,41521.12,150882.38
8300,Christopher Vargas,Electrician,48412,11164.75,5168.81,22545.81,88451.39
11604,Laura White,Lighting Fixture Maint Worker,12588.3,0,1099.41,4492.25,18692.87
12842,Audrey Morales,Lighting Fixture Maint Worker,11147.74,0,976.3,3980.88,16591.34
1347,Caitlin Dunn,Lighting Fixture Maint Worker,56406.02,11810.68,5182.09,29417.27,92651.46
13836,Courtney Williams,Lighting Fixture Maint Worker,10195.6,0,864.63,3540.68,14680.4
14767,Tanya Garrett,Lighting Fixture Maint Worker,3665.2,822.12,339.05,1973.54,5871.05
17565,Patrick Stevenson,Lighting Fixture Maint Worker,50759.41,12587.82,4804.75,29817.07,90534.33
18029,Robert Fuentes,Lighting Fixture Maint Worker,56406.01,11986.2,5157.34,29568.04,95220.74
1903,Joyce Ellison,Lighting Fixture Maint Worker,13564.3,0,1216.32,4800.31,20471.3
21340,Anna Mullins,Lighting Fixture Maint Worker,56406.01,11785.62,5229.66,29439.78,93778.57
40984,Jacob Burns,Lighting Fixture Maint Worker,14153.58,0,1233.09,4972.39,20266.22
43301,Julie Parker,Lighting Fixture Maint Worker,56406,12773.46,5026.87,30224.83,92206.75
51517,Cody Schmidt,Lighting Fixture Maint Worker,47030.21,11435.63,4233.69,27807.1,80521.4
51950,Melissa Young,Lighting Fixture Maint Worker,16247,0,1481.05,5781.84,24327
53199,Gina Briggs,Lighting Fixture Maint Worker,51624.7,12773.12,4760.58,29958.2,89359.5
15133,Annette Gutierrez,Airport Electrician,107416.06,22592.99,9865.88,44883.37,172526.1
17059,Rachael Bailey,Airport Electrician,106466.51,22248.26,9593.22,44155.49,164060.33
19666,John Walker PhD,Airport Electrician,107416.02,24208.73,9839.48,46472.71,169929.35
22511,Michael Floyd,Airport Electrician,107416.06,22787.12,9714.05,44925.67,163360.95
26151,Robert Palmer,Airport Electrician,107416.03,22546.12,9882.06,44852.68,176153.86
27419,Joshua Garcia,Airport Electrician,56252.21,12898.64,5525.64,24971.04,92623.36
28229,Theresa Johnson,Airport Electrician,56662.82,14132.7,5763.19,26490.44,97041.97
39167,Sarah Rowe,Airport Electrician,108327.01,22720.77,10067.87,44735.28,181071.01
41419,Mary Scott,Airport Electrician,107416.05,22601.06,9168.35,44193.91,158080.54
41636,Shaun Leach,Airport Electrician,107416.05,23440.03,9745.05,45609.58,164933.01
46844,Christina Bailey,Airport Electrician,113369.09,23546.49,10133.21,46104.2,189404.88
48845,Anthony Hobbs,Airport Electrician,107416,23501.6,9842.29,45768.39,176454.54
50322,Audrey Hill,Airport Electrician,107416,22436.61,9935.49,44796.6,174454.82
54728,John Anderson,Airport Electrician,101683,22832.2,9213.77,43803.25,159051.96
54952,Robert Valenzuela,Airport Electrician,102270.7,20566.9,9718.71,42111.29,165327.96
55106,Stacey Thompson,Airport Electrician,107416.02,22586.24,9210.93,44221.67,156736.7
55196,Nathan Valenzuela,Airport Electrician,18858.84,4230.01,1689.08,8113.92,27847.76
23607,Emily Wood,Airport Electrician Supervisor,116638.06,25769.26,9871.85,48065.61,176092.69
39167,Dawn Hopkins DDS,Head Airport Electrician,5176,968.84,108.82,1555.52,7879.4
56841,David Adams,Tile Setter,79722.02,16598.87,6424.36,35447.73,115969.75
1001,Shane Horne,Engineer/Architect Principal,23620,4282.32,1841.27,8035.04,31655.04
18177,Traci Morrow,Engineer/Architect Principal,181945,36616.95,10922.65,59964.1,241909.1
24878,Cynthia Rodriguez,Engineer/Architect Principal,195281.82,39515.67,11155.56,63095.74,258377.56
28631,Michael Torres,Engineer/Architect Principal,95283.52,20905.24,8054.45,35506.45,134678.68
37656,Susan Ramos,Engineer/Architect Principal,3787.37,0,1357.19,1617.03,5404.4
56306,Charles Short,Engineer/Architect Principal,12402,2248.48,204.94,3409.16,15811.16
33880,Timothy Ellis,IS Trainer-Journey,87713.02,18078.18,7200.7,37703.38,125416.4
1093,Tara Perez,IS Trainer-Senior,101999.28,20938.75,8146.24,40969.39,142968.67
15579,Mary King,IS Engineer-Journey,86441.14,18068.2,7108.87,34169.96,120611.1
18074,James Jones,IS Engineer-Journey,120111,24172.55,9803.54,46400.59,166511.59
26822,Susan Harris,IS Engineer-Journey,77956.6,15720.41,6172.88,31928.47,109885.07
37167,Cassandra Hebert,IS Engineer-Journey,86548.46,16982.8,6614.32,32676.56,119225.02
42448,Theresa Rojas PhD,IS Engineer-Journey,120111.02,24172.55,9926.19,46523.24,176404.76
52880,Amber Torres,IS Engineer-Journey,101784.9,20943.8,8156.49,41524.79,143309.69
6813,Danny Williams,IS Engineer-Journey,110631.09,22462.64,9079.4,43010.81,153682.07
16939,Julie Keith,IS Engineer-Senior,133087.02,26783.95,10009.77,49218.22,182305.24
18228,James Maldonado,IS Engineer-Senior,133087.03,26783.95,10145.02,49353.47,187082.87
25597,Michael Barron,IS Engineer-Senior,133087,26783.95,10669.83,49878.28,220608.83
26041,Cameron Young,IS Engineer-Senior,133087.01,26789.53,10289.41,49503.44,195463.46
27321,Mary Mejia,IS Engineer-Senior,133087.02,26783.95,9993.16,49201.61,182288.63
28203,Michael Smith,IS Engineer-Senior,119575.23,24037.96,9606.02,46068.48,165643.71
30702,Aaron Butler,IS Engineer-Senior,96653,20178.46,7962.12,37220.02,133873.02
31649,Tracy Meyer,IS Engineer-Senior,96653.03,20178.46,8577.02,37834.92,142767.04
31658,Joseph Leon,IS Engineer-Senior,133087,26783.95,9894.76,49103.21,182190.21
32243,Patricia Jones,IS Engineer-Senior,12531,2271.87,968.92,4674.39,17205.39
33869,Eric Adams,IS Engineer-Senior,133087,26791.33,10252.3,49468.13,193055.46
34633,Jennifer Ward,IS Engineer-Senior,133087.01,26783.95,10080.14,49288.59,182375.6
36863,William Alexander,IS Engineer-Senior,133087.03,26783.95,10395.32,49603.77,203787.35
37051,Shane Webster,IS Engineer-Senior,108127.32,21983.24,8306.69,42571.08,150698.4
38384,Mr. Daniel Manning,IS Engineer-Senior,133087.03,26783.95,10236.07,49444.52,192239.38
42976,Eric Dunn Jr.,IS Engineer-Senior,111486.9,22687.46,8716.33,43828.29,155315.19
43986,Michael Peterson,IS Engineer-Senior,133087.04,26783.95,10435.67,49644.12,206169.29
47141,Sheryl Peterson,IS Engineer-Senior,133087.07,26783.95,10044.59,49253.04,182340.11
55193,Scott Rodriguez,IS Engineer-Senior,33023,6145.58,2585.82,12554.32,45967.32
627,Charles Rivers,IS Engineer-Senior,78117.43,15573.18,6177.44,30830.06,108947.49
6813,Dawn Douglas,IS Engineer-Senior,10504,1904.38,734.23,3594.34,14098.34
19776,Billy Vasquez,IS Engineer-Principal,143188.02,28840.77,10185.3,51450.57,194748.05
25843,Jessica Anderson,IS Engineer-Principal,34494,7567.98,2784.43,13219.6,47713.6
30702,Andrew Cooper,IS Engineer-Principal,39008.01,7072.16,2164.38,12581.6,51589.61
31649,Kevin Taylor,IS Engineer-Principal,39008,7072.16,1734.78,12152,54402.15
35755,John Paul,IS Engineer-Principal,143188.03,28816.77,10530.64,51771.91,211320.71
36602,James Garcia,IS Engineer-Principal,143188.02,28816.76,10493.57,51734.83,211708.51
40482,Thomas Mccormick,IS Business Analyst-Assistant,83694.03,17249.65,6874.66,36548.81,120242.84
6868,Greg Reynolds,IS Business Analyst-Assistant,15995.02,3587.7,1331.6,7308.63,23303.65
10991,Tamara Evans,IS Business Analyst,42107,7997.1,3395.35,17604.7,59711.7
14239,Nathan Watkins,IS Business Analyst,71973.01,15871.61,5374.13,32714.5,106247.51
2515,Jacob Stein,IS Business Analyst,92016.16,18943.61,7200.08,38568.19,130584.35
27227,Kurt Nelson,IS Business Analyst,38765,7362.36,3124.2,16698.81,55463.81
33447,Angela Johnson,IS Business Analyst,50837.5,10456.04,4073.14,22652.89,73490.39
3682,Cody Adams,IS Business Analyst,38765,7488.99,3175.38,16876.62,56321.73
37624,Joshua Stewart,IS Business Analyst,96906.84,19972.42,7657.53,40051.47,136958.31
39859,James Rodriguez,IS Business Analyst,3041.01,565.93,236.03,1279.82,4320.83
40502,Steven Dominguez,IS Business Analyst,96930.01,19977.61,7593.25,39995.36,138485.37
49967,Jennifer Anderson,IS Business Analyst,3041,565.93,236.02,1279.81,4320.81
627,Ashley Rodriguez,IS Business Analyst,24094.04,5404.28,1931.12,10680.46,34774.5
8751,James Davidson,IS Business Analyst,38765.02,7292.9,3086.97,16592.12,55357.14
14699,Todd Cervantes,IS Business Analyst-Senior,61174.21,11894.31,4765.21,23417.26,84591.47
25258,Brooke Anderson,IS Business Analyst-Senior,112209.02,22582.31,8819.9,43826.71,156035.73
27329,Jose Gibbs,IS Business Analyst-Senior,112209,22582.31,9230.47,44237.28,156446.28
34674,Rebecca Hendrix,IS Business Analyst-Senior,108564.11,22099.92,8441.41,42965.83,151529.94
16396,William Hill,IS Business Analyst-Principal,129895.04,26141.51,10282.29,48848.3,200135.22
20638,Mia Brady,IS Business Analyst-Principal,129895.02,26141.5,10005.34,48571.34,178466.36
23633,Sara Norris,IS Business Analyst-Principal,129895.16,26141.54,9965.16,48531.2,178426.36
37447,William Cooper,IS Business Analyst-Principal,94335.03,19694.5,7766.19,36540.13,130875.16
40937,Richard Bryan,IS Business Analyst-Principal,19039.8,3451.93,1510.23,6825.83,25995.63
40950,Laura Shaffer,IS Business Analyst-Principal,31523.5,5866.5,2427.54,12033.34,43946.84
43940,Tamara Foster,IS Business Analyst-Principal,129879.51,26138.68,10007.65,48569.34,178448.85
55230,Anne Rocha,IS Business Analyst-Principal,99300.05,20594.66,8169.72,38321.69,139719.45
7921,Claire Velasquez,IS Business Analyst-Principal,118450.04,23809.59,9402.51,45636.6,164086.64
34953,Veronica Reilly,IS Programmer Analyst-Senior,60295,13256.73,5134.7,25798.35,91187.31
20180,Adam Ramirez,IS Project Director,143188.02,28816.77,10215.37,51456.64,194644.66
20307,Keith Sutton,IS Project Director,143188.04,28816.78,10206.5,51447.78,194635.82
21317,Angela Johnson,IS Project Director,154204.04,31033.61,10401.86,53859.97,208064.01
21701,Jesse Smith,IS Project Director,146627.81,29440.41,10297.97,52162.88,198790.69
29157,Adriana Fowler,IS Project Director,125289.59,25214.64,9857.3,45943.38,171232.97
37447,Andrew Hernandez,IS Project Director,38947,7061.1,2310.05,12716.21,51663.21
4024,Kayla Campos,IS Project Director,142886.71,28750.63,10162.36,51337.49,194224.2
43563,Stephanie Rice,IS Project Director,143188.02,28816.76,10191.37,51432.64,194620.66
44601,Christopher Carroll,IS Project Director,143188.02,28816.77,10163.75,51405.02,194593.04
55539,Alejandro Romero,IS Project Director,143188,28816.76,10253.55,51494.81,194682.81
22313,Kenneth Phelps,IT Operations Support Admn III,47331,9741.71,3712.27,21577.69,68914.21
26822,Julia Boyer,IT Operations Support Admn III,16765,3760.4,1355.89,7505.62,24270.62
2938,Nathan Pittman,IT Operations Support Admn III,87713.03,18078.17,7076.79,37579.46,126902.78
38491,Michael Bowman,IT Operations Support Admn III,87713.05,18078.83,8299.03,38802.36,133857.67
44788,Gregory Cooper,IT Operations Support Admn III,87713.03,18085.68,8264.59,38774.77,139930.16
5127,Edward Abbott,IT Operations Support Admn III,54839.36,11930.75,4228.24,25597.01,80436.37
6868,Patricia Garcia,IT Operations Support Admn III,70948.03,14317.79,5811.9,30164.87,101112.9
8815,Kelly Johnson,IT Operations Support Admn III,87713.04,18229.52,7716.25,38370.27,135778.92
30556,Justin Davis,IT Operations Support Admin IV,106178.24,21876.09,9983.3,44283.89,177667.87
37167,Yesenia Smith,IT Operations Support Admin IV,28525.01,6398.14,2204.35,11947.55,40472.56
4353,Jessica Williams,IT Operations Support Admin IV,106605.02,22152.78,10025.63,44602.91,180727.12
16670,Amber Rice,Training Officer,22299.2,0,1781.5,5461.06,27760.26
42863,Eric Elliott,Accountant Intern,17325.45,3224.28,1395.37,8275.33,25600.78
33898,Terry Bernard,Accountant II,72614.93,14944.79,5803.21,33172.5,105917.43
39633,Barbara Johnston,Accountant II,18606,4173.3,1502.25,8542.74,27148.74
49625,Scott Garcia,Accountant II,21650.5,4856.22,1726.15,9927.43,31577.93
19312,Melissa Smith MD,Accountant III,78894.25,15989.56,6472.02,32978.69,111872.94
22963,Teresa Terry,Accountant III,26869,0,2131.31,5476.37,32345.37
25174,Abigail Medina,Accountant III,15945,0,874.38,3263.71,19208.71
26471,Brooke Sweeney,Accountant III,82619.65,16991.02,6640.52,36056.04,118675.69
37124,Jonathan Gonzales,Accountant III,98157,20243.13,8017.84,40685.47,138842.47
49625,Gary Fischer,Accountant III,65207,13005.99,5146.7,27232.13,93999.13
9053,Todd Shepherd,Accountant III,11256,2524.71,925.63,4883.94,16139.94
20261,Tina Schwartz,Accountant IV,113623.06,22862.63,9215.97,44503.1,159036.16
24653,Michelle Parker,Accountant IV,113623.06,22860.58,9304.67,44589.75,158212.81
29933,Robert Anderson,Accountant IV,109522.99,22117.2,8551.16,42655.92,152178.91
39413,Oscar Stark,Accountant IV,15694,0,1187.3,2859.83,18553.83
47046,Caroline Gonzalez,Accountant IV,101345.42,20856.21,7945.96,41226.67,144132.09
18462,Tara White,Auditor III,116384.04,23422.64,9337.82,45184.96,161569
10722,Michael Roth,Senior Administrative Analyst,84248.4,17357.45,6481.24,36263.18,120511.58
12779,Albert Weaver,Senior Administrative Analyst,102019.01,21026.26,8172.23,41622.99,143642
15792,Alexander Castillo,Senior Administrative Analyst,37503.72,6979.43,2999.33,15220.35,52724.07
20856,William Bailey,Senior Administrative Analyst,102019.03,21026.26,8382.67,41833.43,143852.46
25004,Lauren Hart,Senior Administrative Analyst,102019.03,21026.26,8382.67,41833.43,143852.46
36646,Sean Trevino,Senior Administrative Analyst,71101,15469.22,5635.89,31618.15,104425.74
37709,Laura Gay,Senior Administrative Analyst,86649.11,17831.41,6715.29,36875.62,123524.73
39199,Thomas Parker,Senior Administrative Analyst,38379.41,7142.42,3065.79,15847.02,54226.43
44833,Kelly Santos,Senior Administrative Analyst,101741.52,20964.01,8073.25,41461.76,144763.28
48967,Whitney Rodriguez,Senior Administrative Analyst,43534.01,8101.66,3488.46,16846.63,60380.64
49521,Marc Figueroa,Senior Administrative Analyst,102019.01,21026.27,8306.04,41756.82,143775.83
52546,Jill Miller,Senior Administrative Analyst,102019.04,21026.27,8279.84,41730.61,143749.65
55843,Elizabeth Edwards,Senior Administrative Analyst,11508,2141.64,969.54,4544.78,16445.74
912,Timothy Trevino,Senior Administrative Analyst,102019.06,21026.29,8387.24,41838.03,143857.09
1492,Maria Phillips,Pr Administrative Analyst,62581.8,11586.87,5089.65,23223.28,85935.08
16622,Patrick Davila,Pr Administrative Analyst,118104.05,23768.42,9717.56,45910.48,164014.53
20339,Donna Adams MD,Pr Administrative Analyst,104118.05,21232.76,8845.12,41068.79,145186.84
20909,Mrs. Victoria Mccormick MD,Pr Administrative Analyst,117201.06,23570.31,9433.88,45428.69,162629.75
34319,Lisa Hess,Pr Administrative Analyst,118104.1,23768.42,9100.82,45293.74,163397.84
39980,Jennifer Myers,Pr Administrative Analyst,118104.05,23768.42,9665.81,45858.73,163962.78
44522,Loretta Simpson,Pr Administrative Analyst,109309.02,22291.37,9008.51,42290.78,151599.8
45225,Matthew Lowery,Pr Administrative Analyst,94474.78,19408.42,8117.39,39556.07,134160.85
8074,Heather Willis,Pr Administrative Analyst,17710.12,0,1400.51,1400.51,19110.63
49165,Eric Nguyen,Water Qualitytech I/II,38055.04,8365.41,3295.18,19067.51,60062.61
39686,David Evans,Biologist I/II,61214.81,12644.71,4909.69,28449.74,89664.55
14934,Shannon Best,Chemist I/II,98157,20230.58,7618.8,40273.88,138430.88
28225,Eric Smith,Chemist I/II,80732.64,16638.72,6252.84,35316.06,116048.7
874,Jeffrey Vang,Chemist I/II,98157,20230.58,7853.18,40508.26,138665.26
29621,Bridget Brown,Supv Chemist,119321.13,24013.61,9560.7,45998.81,165319.94
21444,Alexandra Cox,Sewage Treatment Plant Supt,137450.04,27662.65,10158.26,50245.41,187695.45
19561,Amanda Mercado,Administrative Engineer,145659.01,29314.83,10277.48,52016.81,197675.82
42110,Joshua Ortiz,Safety Officer,130910.02,26360.82,10026.22,48811.54,179721.56
1392,Roger Jordan,Junior Engineer,2890,537.83,222.73,1238.42,4128.42
14398,Ryan Park,Junior Engineer,71192.3,14498.84,5719.83,31161.8,102354.1
21039,Diane Cole,Junior Engineer,89028,18349.02,7952.18,38725.71,135879.32
21412,Amanda Avila,Junior Engineer,78772.21,16223.36,6435.85,34988.14,114932.98
22226,Ashley Robertson,Junior Engineer,11760,2637.76,1038.56,5587.77,18494.37
